pseudoid,group,session,category,wordcode,language,stimulus,meaning,value,response,grade
19880218PTFR,SC,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19880701PTCR,SC,gorilla,8,rm1nu149,romanian,dedesubt,down,good,up,0
19890126ARPS,EB,matlab,8,rm1nu149,romanian,dedesubt,down,good,up,0
19890321POCC,EB,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19890429RSPO,EB,matlab,8,rm1nu149,romanian,dedesubt,down,good,down,1
19890517AGRG,EB,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19891130ARMR,SC,matlab,8,rm1nu149,romanian,dedesubt,down,good,down,1
19891214ATBS,EB,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19900126MRTV,SC,matlab,8,rm1nu149,romanian,dedesubt,down,good,up,0
19900609ANDL,EB,matlab,8,rm1nu149,romanian,dedesubt,down,good,up,0
19901209MRLC,SC,matlab,8,rm1nu149,romanian,dedesubt,down,good,down,1
19910714AGLO,EB,matlab,8,rm1nu149,romanian,dedesubt,down,good,down,1
19910811ARBL,SC,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19911015RTFA,EB,gorilla,8,rm1nu149,romanian,dedesubt,down,good,up,0
19920128SMBT,EB,gorilla,8,rm1nu149,romanian,dedesubt,down,good,up,0
19920717LOMN,SC,matlab,8,rm1nu149,romanian,dedesubt,down,good,up,0
19921108GBCC,SC,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19921118GOFT,SC,gorilla,8,rm1nu149,romanian,dedesubt,down,good,up,0
19930318ANMS,SC,gorilla,8,rm1nu149,romanian,dedesubt,down,good,up,0
19930322ATBA,SC,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19940921BRFL,SC,matlab,8,rm1nu149,romanian,dedesubt,down,good,down,1
19960222ANGL,EB,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19961014GOPA,SC,gorilla,8,rm1nu149,romanian,dedesubt,down,good,down,1
19640823GUBG,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19661130POST,SC,matlab,8,rm1nu150,romanian,scund,down,good,up,0
19670526ILPN,SC,matlab,8,rm1nu150,romanian,scund,down,good,up,0
19670618TSNL,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19680710MDNC,EB,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19690929DADI,EB,gorilla,8,rm1nu150,romanian,scund,down,good,up,0
19720428VLML,EB,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19720829RNGA,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19730317NDGA,SC,gorilla,8,rm1nu150,romanian,scund,down,good,up,0
19790108PTCC,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19810605PTCN,EB,gorilla,8,rm1nu150,romanian,scund,down,good,up,0
19810729MRBR,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19810809SLCS,SC,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19811112MRLM,EB,matlab,8,rm1nu150,romanian,scund,down,good,up,0
19820723CICS,EB,gorilla,8,rm1nu150,romanian,scund,down,good,up,0
19830606MRZN,SC,matlab,8,rm1nu150,romanian,scund,down,good,up,0
19850724IDCV,SC,gorilla,8,rm1nu150,romanian,scund,down,good,up,0
19851030GBGL,SC,matlab,8,rm1nu150,romanian,scund,down,good,up,0
19860126GOAR,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19861002MLCP,EB,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19861221LIMZ,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19870129LCMR,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19870513RNGA,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19880218PTFR,SC,gorilla,8,rm1nu150,romanian,scund,down,good,up,0
19880701PTCR,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19890126ARPS,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19890321POCC,EB,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19890429RSPO,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19890517AGRG,EB,gorilla,8,rm1nu150,romanian,scund,down,good,up,0
19891130ARMR,SC,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19891214ATBS,EB,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19900126MRTV,SC,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19900609ANDL,EB,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19901209MRLC,SC,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19910714AGLO,EB,matlab,8,rm1nu150,romanian,scund,down,good,up,0
19910811ARBL,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19911015RTFA,EB,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19920128SMBT,EB,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19920717LOMN,SC,matlab,8,rm1nu150,romanian,scund,down,good,up,0
19921108GBCC,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19921118GOFT,SC,gorilla,8,rm1nu150,romanian,scund,down,good,up,0
19930318ANMS,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19930322ATBA,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19940921BRFL,SC,matlab,8,rm1nu150,romanian,scund,down,good,down,1
19960222ANGL,EB,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19961014GOPA,SC,gorilla,8,rm1nu150,romanian,scund,down,good,down,1
19640823GUBG,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19661130POST,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19670526ILPN,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19670618TSNL,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19680710MDNC,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19690929DADI,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19720428VLML,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19720829RNGA,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19730317NDGA,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19790108PTCC,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19810605PTCN,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19810729MRBR,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19810809SLCS,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19811112MRLM,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19820723CICS,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19830606MRZN,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19850724IDCV,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19851030GBGL,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19860126GOAR,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19861002MLCP,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19861221LIMZ,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19870129LCMR,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19870513RNGA,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19880218PTFR,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19880701PTCR,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19890126ARPS,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19890321POCC,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19890429RSPO,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19890517AGRG,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19891130ARMR,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19891214ATBS,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19900126MRTV,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19900609ANDL,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19901209MRLC,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19910714AGLO,EB,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19910811ARBL,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19911015RTFA,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19920128SMBT,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,up,0
19920717LOMN,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,up,0
19921108GBCC,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19921118GOFT,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19930318ANMS,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19930322ATBA,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19940921BRFL,SC,matlab,8,rm1nu152,romanian,a cobori,down,good,down,1
19960222ANGL,EB,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19961014GOPA,SC,gorilla,8,rm1nu152,romanian,a cobori,down,good,down,1
19640823GUBG,EB,matlab,8,rm1nu153,romanian,sus,up,good,down,0
19661130POST,SC,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19670526ILPN,SC,matlab,8,rm1nu153,romanian,sus,up,good,down,0
19670618TSNL,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19680710MDNC,EB,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19690929DADI,EB,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19720428VLML,EB,gorilla,8,rm1nu153,romanian,sus,up,good,down,0
19720829RNGA,EB,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19730317NDGA,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19790108PTCC,EB,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19810605PTCN,EB,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19810729MRBR,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19810809SLCS,SC,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19811112MRLM,EB,matlab,8,rm1nu153,romanian,sus,up,good,down,0
19820723CICS,EB,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19830606MRZN,SC,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19850724IDCV,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19851030GBGL,SC,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19860126GOAR,EB,matlab,8,rm1nu153,romanian,sus,up,good,down,0
19861002MLCP,EB,gorilla,8,rm1nu153,romanian,sus,up,good,down,0
19861221LIMZ,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19870129LCMR,EB,matlab,8,rm1nu153,romanian,sus,up,good,down,0
19870513RNGA,EB,matlab,8,rm1nu153,romanian,sus,up,good,down,0
19880218PTFR,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19880701PTCR,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19890126ARPS,EB,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19890321POCC,EB,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19890429RSPO,EB,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19890517AGRG,EB,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19891130ARMR,SC,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19891214ATBS,EB,gorilla,8,rm1nu153,romanian,sus,up,good,down,0
19900126MRTV,SC,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19900609ANDL,EB,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19901209MRLC,SC,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19910714AGLO,EB,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19910811ARBL,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19911015RTFA,EB,gorilla,8,rm1nu153,romanian,sus,up,good,down,0
19920128SMBT,EB,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19920717LOMN,SC,matlab,8,rm1nu153,romanian,sus,up,good,up,1
19921108GBCC,SC,gorilla,8,rm1nu153,romanian,sus,up,good,down,0
19921118GOFT,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19930318ANMS,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19930322ATBA,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19940921BRFL,SC,matlab,8,rm1nu153,romanian,sus,up,good,down,0
19960222ANGL,EB,gorilla,8,rm1nu153,romanian,sus,up,good,down,0
19961014GOPA,SC,gorilla,8,rm1nu153,romanian,sus,up,good,up,1
19640823GUBG,EB,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19661130POST,SC,matlab,8,turm1nu131,turkish,dusme,down,good,up,0
19670526ILPN,SC,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19670618TSNL,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19680710MDNC,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19690929DADI,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19720428VLML,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19720829RNGA,EB,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19730317NDGA,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19790108PTCC,EB,matlab,8,turm1nu131,turkish,dusme,down,good,up,0
19810605PTCN,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19810729MRBR,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19810809SLCS,SC,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19811112MRLM,EB,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19820723CICS,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19830606MRZN,SC,matlab,8,turm1nu131,turkish,dusme,down,good,up,0
19850724IDCV,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19851030GBGL,SC,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19860126GOAR,EB,matlab,8,turm1nu131,turkish,dusme,down,good,up,0
19861002MLCP,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19861221LIMZ,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19870129LCMR,EB,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19870513RNGA,EB,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19880218PTFR,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19880701PTCR,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19890126ARPS,EB,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19890321POCC,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19890429RSPO,EB,matlab,8,turm1nu131,turkish,dusme,down,good,up,0
19890517AGRG,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19891130ARMR,SC,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19891214ATBS,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19900126MRTV,SC,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19900609ANDL,EB,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19901209MRLC,SC,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19910714AGLO,EB,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19910811ARBL,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19911015RTFA,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19920128SMBT,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19920717LOMN,SC,matlab,8,turm1nu131,turkish,dusme,down,good,up,0
19921108GBCC,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19921118GOFT,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19930318ANMS,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19930322ATBA,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,down,1
19940921BRFL,SC,matlab,8,turm1nu131,turkish,dusme,down,good,down,1
19960222ANGL,EB,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19961014GOPA,SC,gorilla,8,turm1nu131,turkish,dusme,down,good,up,0
19640823GUBG,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,up,0
19661130POST,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19670526ILPN,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,up,0
19670618TSNL,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19680710MDNC,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19690929DADI,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19720428VLML,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,up,0
19720829RNGA,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19730317NDGA,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19790108PTCC,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19810605PTCN,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19810729MRBR,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19810809SLCS,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19811112MRLM,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19820723CICS,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,up,0
19830606MRZN,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,up,0
19850724IDCV,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19851030GBGL,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19860126GOAR,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19861002MLCP,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,up,0
19861221LIMZ,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19870129LCMR,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,up,0
19870513RNGA,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19880218PTFR,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,up,0
19880701PTCR,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19890126ARPS,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,up,0
19890321POCC,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19890429RSPO,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19890517AGRG,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19891130ARMR,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19891214ATBS,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19900126MRTV,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19900609ANDL,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,up,0
19901209MRLC,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,up,0
19910714AGLO,EB,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19910811ARBL,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,up,0
19911015RTFA,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19920128SMBT,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19920717LOMN,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,down,1
19921108GBCC,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19921118GOFT,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,up,0
19930318ANMS,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19930322ATBA,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19940921BRFL,SC,matlab,8,turm1nu135,turkish,damlamak,down,good,up,0
19960222ANGL,EB,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19961014GOPA,SC,gorilla,8,turm1nu135,turkish,damlamak,down,good,down,1
19640823GUBG,EB,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19661130POST,SC,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19670526ILPN,SC,matlab,8,turm1nu138,turkish,artma,up,good,down,0
19670618TSNL,SC,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19680710MDNC,EB,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19690929DADI,EB,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19720428VLML,EB,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19720829RNGA,EB,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19730317NDGA,SC,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19790108PTCC,EB,matlab,8,turm1nu138,turkish,artma,up,good,down,0
19810605PTCN,EB,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19810729MRBR,SC,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19810809SLCS,SC,matlab,8,turm1nu138,turkish,artma,up,good,down,0
19811112MRLM,EB,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19820723CICS,EB,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19830606MRZN,SC,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19850724IDCV,SC,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19851030GBGL,SC,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19860126GOAR,EB,matlab,8,turm1nu138,turkish,artma,up,good,down,0
19861002MLCP,EB,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19861221LIMZ,SC,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19870129LCMR,EB,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19870513RNGA,EB,matlab,8,turm1nu138,turkish,artma,up,good,down,0
19880218PTFR,SC,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19880701PTCR,SC,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19890126ARPS,EB,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19890321POCC,EB,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19890429RSPO,EB,matlab,8,turm1nu138,turkish,artma,up,good,down,0
19890517AGRG,EB,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19891130ARMR,SC,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19891214ATBS,EB,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19900126MRTV,SC,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19900609ANDL,EB,matlab,8,turm1nu138,turkish,artma,up,good,down,0
19901209MRLC,SC,matlab,8,turm1nu138,turkish,artma,up,good,down,0
19910714AGLO,EB,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19910811ARBL,SC,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19911015RTFA,EB,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19920128SMBT,EB,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19920717LOMN,SC,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19921108GBCC,SC,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19921118GOFT,SC,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19930318ANMS,SC,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19930322ATBA,SC,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19940921BRFL,SC,matlab,8,turm1nu138,turkish,artma,up,good,up,1
19960222ANGL,EB,gorilla,8,turm1nu138,turkish,artma,up,good,up,1
19961014GOPA,SC,gorilla,8,turm1nu138,turkish,artma,up,good,down,0
19640823GUBG,EB,matlab,9,am1nu129,albanian,tok,near,good,near,1
19661130POST,SC,matlab,9,am1nu129,albanian,tok,near,good,near,1
19670526ILPN,SC,matlab,9,am1nu129,albanian,tok,near,good,far,0
19670618TSNL,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19680710MDNC,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19690929DADI,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19720428VLML,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19720829RNGA,EB,matlab,9,am1nu129,albanian,tok,near,good,far,0
19730317NDGA,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19790108PTCC,EB,matlab,9,am1nu129,albanian,tok,near,good,near,1
19810605PTCN,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19810729MRBR,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19810809SLCS,SC,matlab,9,am1nu129,albanian,tok,near,good,near,1
19811112MRLM,EB,matlab,9,am1nu129,albanian,tok,near,good,near,1
19820723CICS,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19830606MRZN,SC,matlab,9,am1nu129,albanian,tok,near,good,far,0
19850724IDCV,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19851030GBGL,SC,matlab,9,am1nu129,albanian,tok,near,good,near,1
19860126GOAR,EB,matlab,9,am1nu129,albanian,tok,near,good,near,1
19861002MLCP,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19861221LIMZ,SC,gorilla,9,am1nu129,albanian,tok,near,good,far,0
19870129LCMR,EB,matlab,9,am1nu129,albanian,tok,near,good,near,1
19870513RNGA,EB,matlab,9,am1nu129,albanian,tok,near,good,far,0
19880218PTFR,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19880701PTCR,SC,gorilla,9,am1nu129,albanian,tok,near,good,far,0
19890126ARPS,EB,matlab,9,am1nu129,albanian,tok,near,good,near,1
19890321POCC,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19890429RSPO,EB,matlab,9,am1nu129,albanian,tok,near,good,near,1
19890517AGRG,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19891130ARMR,SC,matlab,9,am1nu129,albanian,tok,near,good,near,1
19891214ATBS,EB,gorilla,9,am1nu129,albanian,tok,near,good,far,0
19900126MRTV,SC,matlab,9,am1nu129,albanian,tok,near,good,far,0
19900609ANDL,EB,matlab,9,am1nu129,albanian,tok,near,good,far,0
19901209MRLC,SC,matlab,9,am1nu129,albanian,tok,near,good,far,0
19910714AGLO,EB,matlab,9,am1nu129,albanian,tok,near,good,near,1
19910811ARBL,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19911015RTFA,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19920128SMBT,EB,gorilla,9,am1nu129,albanian,tok,near,good,far,0
19920717LOMN,SC,matlab,9,am1nu129,albanian,tok,near,good,near,1
19921108GBCC,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19921118GOFT,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19930318ANMS,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19930322ATBA,SC,gorilla,9,am1nu129,albanian,tok,near,good,far,0
19940921BRFL,SC,matlab,9,am1nu129,albanian,tok,near,good,near,1
19960222ANGL,EB,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19961014GOPA,SC,gorilla,9,am1nu129,albanian,tok,near,good,near,1
19640823GUBG,EB,matlab,9,am1nu131,albanian,ketu,near,good,near,1
19661130POST,SC,matlab,9,am1nu131,albanian,ketu,near,good,near,1
