pseudoid,group,session,category,wordcode,language,stimulus,meaning,value,response,grade
19720829RNGA,EB,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19730317NDGA,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19790108PTCC,EB,matlab,9,am1nu137,albanian,te ndare,far,good,near,0
19810605PTCN,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19810729MRBR,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19810809SLCS,SC,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19811112MRLM,EB,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19820723CICS,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,near,0
19830606MRZN,SC,matlab,9,am1nu137,albanian,te ndare,far,good,near,0
19850724IDCV,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,near,0
19851030GBGL,SC,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19860126GOAR,EB,matlab,9,am1nu137,albanian,te ndare,far,good,near,0
19861002MLCP,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,near,0
19861221LIMZ,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,near,0
19870129LCMR,EB,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19870513RNGA,EB,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19880218PTFR,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19880701PTCR,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19890126ARPS,EB,matlab,9,am1nu137,albanian,te ndare,far,good,near,0
19890321POCC,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,near,0
19890429RSPO,EB,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19890517AGRG,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19891130ARMR,SC,matlab,9,am1nu137,albanian,te ndare,far,good,near,0
19891214ATBS,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19900126MRTV,SC,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19900609ANDL,EB,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19901209MRLC,SC,matlab,9,am1nu137,albanian,te ndare,far,good,near,0
19910714AGLO,EB,matlab,9,am1nu137,albanian,te ndare,far,good,near,0
19910811ARBL,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19911015RTFA,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19920128SMBT,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19920717LOMN,SC,matlab,9,am1nu137,albanian,te ndare,far,good,near,0
19921108GBCC,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19921118GOFT,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19930318ANMS,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19930322ATBA,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19940921BRFL,SC,matlab,9,am1nu137,albanian,te ndare,far,good,far,1
19960222ANGL,EB,gorilla,9,am1nu137,albanian,te ndare,far,good,far,1
19961014GOPA,SC,gorilla,9,am1nu137,albanian,te ndare,far,good,near,0
19640823GUBG,EB,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19661130POST,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19670526ILPN,SC,matlab,9,am1nu138,albanian,tej,far,goodop,far,0
19670618TSNL,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19680710MDNC,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19690929DADI,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19720428VLML,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,far,0
19720829RNGA,EB,matlab,9,am1nu138,albanian,tej,far,goodop,far,0
19730317NDGA,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19790108PTCC,EB,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19810605PTCN,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,far,0
19810729MRBR,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,far,0
19810809SLCS,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19811112MRLM,EB,matlab,9,am1nu138,albanian,tej,far,goodop,far,0
19820723CICS,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,far,0
19830606MRZN,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19850724IDCV,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19851030GBGL,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19860126GOAR,EB,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19861002MLCP,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19861221LIMZ,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19870129LCMR,EB,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19870513RNGA,EB,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19880218PTFR,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19880701PTCR,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19890126ARPS,EB,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19890321POCC,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,far,0
19890429RSPO,EB,matlab,9,am1nu138,albanian,tej,far,goodop,far,0
19890517AGRG,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19891130ARMR,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19891214ATBS,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,far,0
19900126MRTV,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19900609ANDL,EB,matlab,9,am1nu138,albanian,tej,far,goodop,far,0
19901209MRLC,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19910714AGLO,EB,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19910811ARBL,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,far,0
19911015RTFA,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19920128SMBT,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19920717LOMN,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19921108GBCC,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,far,0
19921118GOFT,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19930318ANMS,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19930322ATBA,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19940921BRFL,SC,matlab,9,am1nu138,albanian,tej,far,goodop,near,1
19960222ANGL,EB,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19961014GOPA,SC,gorilla,9,am1nu138,albanian,tej,far,goodop,near,1
19640823GUBG,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19661130POST,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19670526ILPN,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19670618TSNL,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19680710MDNC,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19690929DADI,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19720428VLML,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19720829RNGA,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19730317NDGA,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19790108PTCC,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19810605PTCN,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19810729MRBR,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19810809SLCS,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19811112MRLM,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19820723CICS,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19830606MRZN,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19850724IDCV,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19851030GBGL,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19860126GOAR,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19861002MLCP,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19861221LIMZ,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19870129LCMR,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19870513RNGA,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19880218PTFR,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19880701PTCR,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19890126ARPS,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19890321POCC,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19890429RSPO,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19890517AGRG,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19891130ARMR,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19891214ATBS,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19900126MRTV,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19900609ANDL,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19901209MRLC,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19910714AGLO,EB,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19910811ARBL,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19911015RTFA,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19920128SMBT,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19920717LOMN,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19921108GBCC,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,near,0
19921118GOFT,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19930318ANMS,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19930322ATBA,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19940921BRFL,SC,matlab,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19960222ANGL,EB,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19961014GOPA,SC,gorilla,9,dm1nu116,dutch,nabijgelegen,near,goodop,far,1
19640823GUBG,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19661130POST,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19670526ILPN,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19670618TSNL,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,near,0
19680710MDNC,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19690929DADI,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,near,0
19720428VLML,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19720829RNGA,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19730317NDGA,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,near,0
19790108PTCC,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19810605PTCN,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19810729MRBR,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19810809SLCS,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19811112MRLM,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19820723CICS,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19830606MRZN,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19850724IDCV,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,near,0
19851030GBGL,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19860126GOAR,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19861002MLCP,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19861221LIMZ,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19870129LCMR,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19870513RNGA,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19880218PTFR,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19880701PTCR,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19890126ARPS,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19890321POCC,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,near,0
19890429RSPO,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19890517AGRG,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,near,0
19891130ARMR,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19891214ATBS,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19900126MRTV,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19900609ANDL,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19901209MRLC,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19910714AGLO,EB,matlab,9,dm1nu123,dutch,afgelegen,far,good,near,0
19910811ARBL,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,near,0
19911015RTFA,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19920128SMBT,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19920717LOMN,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19921108GBCC,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,near,0
19921118GOFT,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19930318ANMS,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19930322ATBA,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19940921BRFL,SC,matlab,9,dm1nu123,dutch,afgelegen,far,good,far,1
19960222ANGL,EB,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19961014GOPA,SC,gorilla,9,dm1nu123,dutch,afgelegen,far,good,far,1
19640823GUBG,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19661130POST,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19670526ILPN,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19670618TSNL,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19680710MDNC,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19690929DADI,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19720428VLML,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19720829RNGA,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19730317NDGA,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19790108PTCC,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19810605PTCN,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19810729MRBR,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19810809SLCS,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19811112MRLM,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19820723CICS,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19830606MRZN,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19850724IDCV,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19851030GBGL,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19860126GOAR,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19861002MLCP,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19861221LIMZ,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19870129LCMR,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19870513RNGA,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19880218PTFR,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19880701PTCR,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19890126ARPS,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19890321POCC,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19890429RSPO,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19890517AGRG,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19891130ARMR,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19891214ATBS,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19900126MRTV,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19900609ANDL,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19901209MRLC,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19910714AGLO,EB,matlab,9,gm1nu73,gujarati,aiyan,near,good,near,1
19910811ARBL,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19911015RTFA,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19920128SMBT,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19920717LOMN,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19921108GBCC,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19921118GOFT,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19930318ANMS,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19930322ATBA,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,far,0
19940921BRFL,SC,matlab,9,gm1nu73,gujarati,aiyan,near,good,far,0
19960222ANGL,EB,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19961014GOPA,SC,gorilla,9,gm1nu73,gujarati,aiyan,near,good,near,1
19640823GUBG,EB,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19661130POST,SC,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19670526ILPN,SC,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19670618TSNL,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19680710MDNC,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19690929DADI,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19720428VLML,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19720829RNGA,EB,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19730317NDGA,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19790108PTCC,EB,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19810605PTCN,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19810729MRBR,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19810809SLCS,SC,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19811112MRLM,EB,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19820723CICS,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19830606MRZN,SC,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19850724IDCV,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19851030GBGL,SC,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19860126GOAR,EB,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19861002MLCP,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19861221LIMZ,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19870129LCMR,EB,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19870513RNGA,EB,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19880218PTFR,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19880701PTCR,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19890126ARPS,EB,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19890321POCC,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19890429RSPO,EB,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19890517AGRG,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19891130ARMR,SC,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19891214ATBS,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19900126MRTV,SC,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19900609ANDL,EB,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19901209MRLC,SC,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19910714AGLO,EB,matlab,9,if1nu115,indonesian,dekat,near,good,far,0
19910811ARBL,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19911015RTFA,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19920128SMBT,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19920717LOMN,SC,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19921108GBCC,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19921118GOFT,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19930318ANMS,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19930322ATBA,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,far,0
19940921BRFL,SC,matlab,9,if1nu115,indonesian,dekat,near,good,near,1
19960222ANGL,EB,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19961014GOPA,SC,gorilla,9,if1nu115,indonesian,dekat,near,good,near,1
19640823GUBG,EB,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19661130POST,SC,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19670526ILPN,SC,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19670618TSNL,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19680710MDNC,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19690929DADI,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19720428VLML,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19720829RNGA,EB,matlab,9,if1nu118,indonesian,dekap,near,good,far,0
19730317NDGA,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19790108PTCC,EB,matlab,9,if1nu118,indonesian,dekap,near,good,far,0
19810605PTCN,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19810729MRBR,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19810809SLCS,SC,matlab,9,if1nu118,indonesian,dekap,near,good,far,0
19811112MRLM,EB,matlab,9,if1nu118,indonesian,dekap,near,good,far,0
19820723CICS,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19830606MRZN,SC,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19850724IDCV,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19851030GBGL,SC,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19860126GOAR,EB,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19861002MLCP,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19861221LIMZ,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19870129LCMR,EB,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19870513RNGA,EB,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19880218PTFR,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19880701PTCR,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19890126ARPS,EB,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19890321POCC,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19890429RSPO,EB,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19890517AGRG,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19891130ARMR,SC,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19891214ATBS,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19900126MRTV,SC,matlab,9,if1nu118,indonesian,dekap,near,good,far,0
19900609ANDL,EB,matlab,9,if1nu118,indonesian,dekap,near,good,far,0
19901209MRLC,SC,matlab,9,if1nu118,indonesian,dekap,near,good,far,0
19910714AGLO,EB,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19910811ARBL,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19911015RTFA,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19920128SMBT,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19920717LOMN,SC,matlab,9,if1nu118,indonesian,dekap,near,good,far,0
19921108GBCC,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19921118GOFT,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19930318ANMS,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19930322ATBA,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,far,0
19940921BRFL,SC,matlab,9,if1nu118,indonesian,dekap,near,good,near,1
19960222ANGL,EB,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19961014GOPA,SC,gorilla,9,if1nu118,indonesian,dekap,near,good,near,1
19640823GUBG,EB,matlab,9,if1nu121,indonesian,disana,far,good,far,1
19661130POST,SC,matlab,9,if1nu121,indonesian,disana,far,good,far,1
19670526ILPN,SC,matlab,9,if1nu121,indonesian,disana,far,good,far,1
19670618TSNL,SC,gorilla,9,if1nu121,indonesian,disana,far,good,near,0
19680710MDNC,EB,gorilla,9,if1nu121,indonesian,disana,far,good,far,1
19690929DADI,EB,gorilla,9,if1nu121,indonesian,disana,far,good,far,1
19720428VLML,EB,gorilla,9,if1nu121,indonesian,disana,far,good,near,0
19720829RNGA,EB,matlab,9,if1nu121,indonesian,disana,far,good,far,1
19730317NDGA,SC,gorilla,9,if1nu121,indonesian,disana,far,good,far,1
19790108PTCC,EB,matlab,9,if1nu121,indonesian,disana,far,good,far,1
19810605PTCN,EB,gorilla,9,if1nu121,indonesian,disana,far,good,near,0
19810729MRBR,SC,gorilla,9,if1nu121,indonesian,disana,far,good,far,1
19810809SLCS,SC,matlab,9,if1nu121,indonesian,disana,far,good,far,1
19811112MRLM,EB,matlab,9,if1nu121,indonesian,disana,far,good,near,0
19820723CICS,EB,gorilla,9,if1nu121,indonesian,disana,far,good,near,0
19830606MRZN,SC,matlab,9,if1nu121,indonesian,disana,far,good,near,0
19850724IDCV,SC,gorilla,9,if1nu121,indonesian,disana,far,good,far,1
19851030GBGL,SC,matlab,9,if1nu121,indonesian,disana,far,good,far,1
19860126GOAR,EB,matlab,9,if1nu121,indonesian,disana,far,good,far,1
